domain,severity,issue_type,fund_id,asset_id,asset_code,field,source_column,csv_column,source_value,csv_value,difference,source_asset_name,csv_asset_name,csv_asset_candidates_for_fund,relation_type,match_method,api_enrichment_status,building_ledger_source,interpretation
fund_master,info,source_fund_not_in_denorm_csv,112039,,,,,,이지스일반사모부동산투자신탁42호(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112045,,,,,,이지스사모부동산투자신탁26호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112052,,,,,,이지스사모부동산투자신탁49호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112053,,,,,,이지스사모부동산투자신탁54호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112055,,,,,,이지스일반사모부동산투자신탁59호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112059,,,,,,이지스일반사모부동산투자신탁61호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112061,,,,,,이지스제67호사모부동산투자유한회사,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112062,,,,,,이지스KORIF63호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112064,,,,,,이지스전문투자형사모부동산투자신탁79호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112070,,,,,,이지스제80호사모부동산투자유한회사,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112071,,,,,,이지스제81호사모부동산투자유한회사,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112075,,,,,,이지스일반사모부동산투자신탁85호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112078,,,,,,이지스전문투자형사모부동산투자신탁86호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112079,,,,,,이지스KORIF99호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112083,,,,,,이지스전문투자형사모부동산투자신탁제95-1호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112086,,,,,,이지스제90호전문투자형사모부동산투자유한회사,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112087,,,,,,이지스전문사모부동산투자신탁108호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112088,,,,,,이지스코어오피스제107호공모부동산투자회사,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112096,,,,,,이지스제104호전문투자형사모부동산투자유한회사,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112104,,,,,,이지스일반사모부동산투자신탁97호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112105,,,,,,이지스전문투자형사모부동산투자신탁97호(Class F),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112106,,,,,,이지스전문투자형사모부동산투자신탁97호(Class C),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112110,,,,,,이지스코어오피스공모부동산투자신탁제117호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112111,,,,,,이지스코어오피스공모부동산투자신탁제117호(Class A),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112112,,,,,,이지스코어오피스공모부동산투자신탁제117호(Class F),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112114,,,,,,이지스일반사모부동산투자신탁120호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112115,,,,,,이지스일반사모부동산투자신탁121호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112118,,,,,,이지스전문투자형사모투자신탁124호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112139,,,,,,이지스일반사모부동산모투자신탁제130호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112140,,,,,,이지스일반사모부동산자투자신탁제130-2호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112141,,,,,,이지스일반사모부동산자투자신탁제130-3호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112144,,,,,,이지스일반사모부동산모투자신탁125호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112145,,,,,,이지스미국전문투자형사모부동산투자신탁 138호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112146,,,,,,이지스일반사모부동산자투자신탁제125-2호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112156,,,,,,이지스전문투자형사모투자신탁147호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112160,,,,,,이지스일반사모부동산투자신탁156호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112195,,,,,,이지스일반사모부동산투자신탁158호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112196,,,,,,이지스전문투자형사모부동산투자신탁184호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112197,,,,,,이지스일반사모부동산모투자신탁제170호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112198,,,,,,이지스일반사모부동산자투자신탁제170-2호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112205,,,,,,이지스리테일부동산투자신탁194호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112209,,,,,,이지스제210호전문투자형사모부동산투자회사(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112210,,,,,,이지스제210호전문투자형사모부동산투자회사(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112211,,,,,,이지스제210호전문투자형사모부동산투자회사(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112212,,,,,,이지스제210호전문투자형사모부동산투자회사(보통),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112217,,,,,,이지스전문투자형사모부동산투자신탁178호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112218,,,,,,이지스전문투자형사모부동산투자신탁178호 1종,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112219,,,,,,이지스전문투자형사모부동산투자신탁178호 2종,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112220,,,,,,이지스전문투자형사모부동산투자신탁178호 3종,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112229,,,,,,이지스전문투자형사모투자신탁220호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112231,,,,,,이지스SH1전문투자형사모부동산투자신탁225호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112232,,,,,,이지스SH2전문투자형사모부동산투자신탁226호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112233,,,,,,이지스전문투자형사모부동산투자신탁223호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112238,,,,,,이지스스트래티직전문투자형사모부동산모투자신탁제1-1호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112239,,,,,,이지스제210호전문투자형사모부동산투자회사(최선순위A종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112240,,,,,,이지스제210호전문투자형사모부동산투자회사(최선순위B종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112241,,,,,,이지스제210호전문투자형사모부동산투자회사(3종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112251,,,,,,이지스센츄리온제238호전문투자형사모부동산투자유한회사,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112253,,,,,,이지스부동산투자신탁239호 (Class A),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112257,,,,,,이지스부동산투자신탁239호 (Class C-p),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112258,,,,,,이지스전문투자형사모부동산투자신탁242호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112268,,,,,,이지스일반사모부동산투자신탁제247호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112270,,,,,,이지스일반사모부동산투자신탁248호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112271,,,,,,이지스일반사모부동산투자신탁248호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112272,,,,,,이지스일반사모부동산투자신탁248호(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112276,,,,,,이지스전문투자형사모부동산투자신탁258호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112283,,,,,,이지스글로벌전문투자형사모부동산투자신탁 250-1호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112284,,,,,,이지스글로벌전문투자형사모부동산투자신탁 250-2호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112292,,,,,,이지스전문투자형사모부동산투자신탁248-1호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112305,,,,,,이지스일반사모부동산투자신탁279호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112311,,,,,,이지스리테일부동산투자신탁287호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112312,,,,,,이지스리테일부동산투자신탁287호 Class A,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112313,,,,,,이지스리테일부동산투자신탁287호 Class C-I,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112317,,,,,,이지스리테일부동산투자신탁287호 Class C-P,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112349,,,,,,㈜이지스밸류플러스위탁관리부동산투자회사,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112350,,,,,,이지스스트래티직일반사모부동산모투자신탁제1-2호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112351,,,,,,이지스스트래티직일반사모부동산자투자신탁제1-2-3호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112352,,,,,,이지스전문투자형사모부동산투자신탁317호(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112353,,,,,,이지스전문투자형사모부동산투자신탁317호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112354,,,,,,이지스전문투자형사모부동산투자신탁317호(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112357,,,,,,이지스글로벌공모부동산투자신탁310호(파생형),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112358,,,,,,이지스글로벌공모부동산투자신탁310호(파생형) (Class A),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112359,,,,,,이지스글로벌공모부동산투자신탁310호(파생형) (Class C-I),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112360,,,,,,이지스글로벌공모부동산투자신탁310호(파생형) (Class C-P),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112365,,,,,,이지스리테일부동산투자신탁299호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112366,,,,,,이지스리테일부동산투자신탁299호 (Class-A),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112367,,,,,,이지스리테일부동산투자신탁299호 (Class-C1),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112368,,,,,,에이치밸류전문투자형사모부동산투자유한회사(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112369,,,,,,에이치밸류전문투자형사모부동산투자유한회사(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112370,,,,,,에이치밸류전문투자형사모부동산투자유한회사(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112375,,,,,,이지스일반사모부동산투자신탁제330호(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112376,,,,,,이지스일반사모부동산투자신탁제330호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112377,,,,,,이지스일반사모부동산투자신탁제330호(2-A종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112378,,,,,,이지스일반사모부동산투자신탁제330호(2-B종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112381,,,,,,이지스기회추구일반사모부동산자투자신탁제2호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112382,,,,,,이지스기회추구일반사모부동산자투자신탁제2호(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112384,,,,,,이지스글로벌전문투자형사모부동산투자신탁313호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112385,,,,,,이지스전문투자형사모부동산투자신탁1호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112386,,,,,,이지스전문투자형사모부동산투자신탁1호(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112393,,,,,,이지스제222호전문투자형사모부동산투자회사(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112394,,,,,,이지스제222호전문투자형사모부동산투자회사(보통주),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112395,,,,,,이지스제222호전문투자형사모부동산투자회사(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112396,,,,,,이지스일반사모부동산투자신탁제331호(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112397,,,,,,이지스일반사모부동산투자신탁제331호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112398,,,,,,이지스일반사모부동산투자신탁제331호(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112399,,,,,,이지스전문투자형사모부동산투자신탁제331호(3종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112400,,,,,,이지스일반사모부동산투자신탁97호(Class C2),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112407,,,,,,이지스전문투자형사모투자신탁360호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112421,,,,,,이지스일반사모부동산투자신탁제353호(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112422,,,,,,이지스일반사모부동산투자신탁제353호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112423,,,,,,이지스일반사모부동산투자신탁제353호(2-A종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112424,,,,,,이지스일반사모부동산투자신탁제353호(2-B종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112446,,,,,,이지스리빙플랫폼일반사모부동산자투자신탁제1호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112447,,,,,,이지스리빙플랫폼일반사모부동산자투자신탁제1호(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112450,,,,,,이지스전문투자형사모부동산투자신탁365호,,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112453,,,,,,이지스전문투자형사모부동산투자유한회사367호(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112454,,,,,,이지스전문투자형사모부동산투자유한회사367호(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112455,,,,,,이지스전문투자형사모부동산투자유한회사367호(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112461,,,,,,이지스제371호전문투자형사모부동산투자회사(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112462,,,,,,이지스제371호전문투자형사모부동산투자회사(1종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112463,,,,,,이지스제371호전문투자형사모부동산투자회사(2종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112464,,,,,,이지스제371호전문투자형사모부동산투자회사(3종),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112465,,,,,,이지스제371호전문투자형사모부동산투자회사(보통주),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
fund_master,info,source_fund_not_in_denorm_csv,112467,,,,,,이지스제374호전문투자형사모부동산투자유한회사(운용),,,,,,,,,,"The denormalized CSV grain is asset_fund_links, so funds without linked assets are expected to be absent."
